BRAND,SUB_MODEL_NAME,SUB_MODEL_SHORT,IHS_CODE_SUBMODEL,GENERATION_YEAR,IHS_BODY_GROUP,BMW_CLASSIFICATION,BMW_REGIONAL_C1,BMW_SEGMENT,BMW_CONCEPT,BMW_SUB_CONCEPT
FORD,FORD TRANSIT 500,TRANSIT 500,FW0X,2012.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FORD,FORD TRANSIT 470,TRANSIT 470,FWRB,2012.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTSVAN,GOLF SPORTSVAN,VWSP,2012.0,MPV,NEAR PREMIUM,REST,UKL2,SAT,SAT
FORD-CHANGAN,FORD-CHANGAN ECOSPORT,ECOSPORT,F7ES,2012.0,SUV,BASE,REST,UKL1,SAV,SAV
FORD,FORD UNSPEC.,UNSPECIFIED,FWZZ,2012.0,UNSPECIFIED,BASE,REST,UKL2,UNSPEC.,UNSPEC.
BEIJING AUTO,BEIJING AUTO B40/B70,B40/B70,BX47,2012.0,SUV,BASE,REST,UKL2,SAV,SAV
BYD,BYD SURUI/F5 SURUI,SURUI/F5 SURUI,DDSU,2012.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
JAGUAR,JAGUAR F-TYPE,F-TYPE,JDXE,2012.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,MKL,UNSPEC.,UNSPEC.
FORD,FORD TRANSIT/TOURNEO CUSTOM,TRANSIT/TOURNEO CUSTOM,FWC2,2012.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CADILLAC-SHANGHAI,CADILLAC-SHANGHAI ATS,ATS,Y6AT,2012.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
MERCEDES-BENZ,MERCEDES-BENZ ML UNSPEC.,ML UNSPECIFIED,MBVA,2011.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
MERCEDES-BENZ,MERCEDES-BENZ ML 63 AMG,ML 63 AMG,MBVD,2011.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
ZHONGHUA,ZHONGHUA V5,V5,CWV5,2011.0,SUV,BASE,REST,UKL2,SAV,SAV
MERCEDES-BENZ,MERCEDES-BENZ ML 550,ML 550,MBVF,2011.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
MERCEDES-BENZ,MERCEDES-BENZ ML 500,ML 500,MBV7,2011.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
MERCEDES-BENZ,MERCEDES-BENZ ML 400,ML 400,MBV6,2011.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
MERCEDES-BENZ,MERCEDES-BENZ ML 350,ML 350,MBV8,2011.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
ZHIDOU,ZHIDOU ZD1/ZD2,ZD1/ZD2,8H12,2011.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
ACURA,ACURA ILX,ILX,ARIL,2011.0,SEDAN,NEAR PREMIUM,REST,UKL2,SEDAN,SEDAN
BMW,BMW 328,328,BM39,2011.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,KKL,UNSPEC.,UNSPEC.
GONOW,GONOW GX 5,GX 5,GFX5,2011.0,SUV,BASE,REST,KKL,SAV,SAV
BMW,BMW 325,325,BM35,2011.0,WAGON,PREMIUM,TRAD. COMP.,KKL,ESTATE,ESTATE
JINBEI,JINBEI S50,S50,JBS5,2011.0,SUV,BASE,REST,UKL2,SAV,SAV
JINBEI,JINBEI NEW HAISHI,NEW HAISHI,JBHN,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHERY,CHERY COWIN 5 (QIYUN),COWIN 5 (QIYUN),C7C5,2011.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
MERCEDES-BENZ,MERCEDES-BENZ SLK 55 AMG,SLK 55 AMG,MBEV,2011.0,RETRACTABLE HARDTOP,PREMIUM,TRAD. COMP.,KKL,ROADSTER,ROADSTER
MERCEDES-BENZ,MERCEDES-BENZ SLK 350,SLK 350,MBDX,2011.0,RETRACTABLE HARDTOP,PREMIUM,TRAD. COMP.,KKL,ROADSTER,ROADSTER
MERCEDES-BENZ,MERCEDES-BENZ SLK 300,SLK 300,MBDQ,2011.0,RETRACTABLE HARDTOP,PREMIUM,TRAD. COMP.,KKL,ROADSTER,ROADSTER
MERCEDES-BENZ,MERCEDES-BENZ SLK 250,SLK 250,MBE0,2011.0,RETRACTABLE HARDTOP,PREMIUM,TRAD. COMP.,KKL,ROADSTER,ROADSTER
MERCEDES-BENZ,MERCEDES-BENZ SLK 200,SLK 200,MBDM,2011.0,RETRACTABLE HARDTOP,PREMIUM,TRAD. COMP.,KKL,ROADSTER,ROADSTER
MERCEDES-BENZ,MERCEDES-BENZ SLK,SLK,MBDL,2011.0,RETRACTABLE HARDTOP,PREMIUM,TRAD. COMP.,KKL,ROADSTER,ROADSTER
CHERY,CHERY E5 CLASSIC,E5 CLASSIC,C7E5,2011.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
CHEVROLET,CHEVROLET AVEO,AVEO,CHAE,2011.0,UNSPECIFIED,BASE,REST,UKL1,UNSPEC.,UNSPEC.
BMW,BMW 335,335,BM30,2011.0,WAGON,PREMIUM,TRAD. COMP.,KKL,ESTATE,ESTATE
CHEVROLET,CHEVROLET BLAZER CLASSIC,BLAZER CLASSIC,CHSB,2011.0,SUV,BASE,REST,MKL,SUV,SUV
KIA,KIA PRIDE (RIO),PRIDE (RIO),KIRP,2011.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
GEELY-GLEAGLE,GEELY-GLEAGLE GX2 (PANDA),GX2 (PANDA),IYGZ,2011.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
GEELY-GLEAGLE,GEELY-GLEAGLE GC7,GC7,IYC2,2011.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
GEELY-GLEAGLE,GEELY-GLEAGLE GC2 (PANDA),GC2 (PANDA),IYGC,2011.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
GEELY-GLEAGLE,GEELY-GLEAGLE FREE CRUISER,FREE CRUISER,IYFC,2011.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
GEELY-ENGLON,GEELY-ENGLON SC6,SC6,IEC6,2011.0,UNSPECIFIED,BASE,REST,UKL1,UNSPEC.,UNSPEC.
BMW,BMW 6-SERIES,6-SERIES,BM6S,2011.0,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
BMW,BMW 650,650,BM68,2011.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,GKL,UNSPEC.,UNSPEC.
GREAT WALL,GREAT WALL VOLEEX C20,VOLEEX C20,GBC2,2011.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
VOLKSWAGEN,VOLKSWAGEN UP!,UP!,VWNE,2011.0,HATCHBACK,NEAR PREMIUM,REST,UKL0,HATCH,HATCH
CHEVROLET,CHEVROLET COBALT,COBALT,CHC9,2011.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
CHEVROLET,CHEVROLET CHEVYTAXI ELITE,CHEVYTAXI ELITE,CHT4,2011.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
JAC,JAC HFC1027,HFC1027,QA27,2011.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VOLKSWAGEN,VOLKSWAGEN BEETLE,BEETLE,VWB3,2011.0,CONVERTIBLE,NEAR PREMIUM,REST,UKL2,CABRIO,CABRIO
JAC,JAC HFC5049,HFC5049,QAX9,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
GEELY,GEELY SL,SL,C5SL,2011.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
GEELY,GEELY GX2,GX2,C5GX,2011.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
BEIJING AUTO,BEIJING AUTO ES210,ES210,BXE1,2011.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
GEELY,GEELY GC2,GC2,C5GC,2011.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
GREAT WALL,GREAT WALL HOVER H6,HOVER H6,GBHS,2011.0,SUV,BASE,REST,UKL2,SAV,SAV
JAC,JAC T6 PU (SHUAILING),T6 PU,QATP,2011.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
JAC,JAC SHUAILING T6,SHUAILING T6,QAS6,2011.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CHEVROLET,CHEVROLET D-MAX,D-MAX,CHDX,2011.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VOLKSWAGEN,VOLKSWAGEN FUSCA,FUSCA,VWFB,2011.0,HATCHBACK,NEAR PREMIUM,REST,UKL2,HATCH,HATCH
VENUCIA,VENUCIA D50,D50,VCD5,2011.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
VAUXHALL,VAUXHALL ZAFIRA,ZAFIRA,VXZA,2011.0,MPV,BASE,REST,UKL2,MPV,MPV
MG,MG 350,350,MG35,2011.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
MERCEDES-FUJIAN,MERCEDES-FUJIAN SPRINTER,SPRINTER,J1SP,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BMW,BMW 6-SERIES GRAN COUPE,6-SERIES GRAN COUPE,BMGC,2011.0,COUPE,PREMIUM,TRAD. COMP.,GKL,SEDAN,4DR COUPE
BMW,BMW M6,M6,BM67,2011.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,GKL,UNSPEC.,UNSPEC.
JAC,JAC FRISON,FRISON,QAFR,2011.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VOLKSWAGEN,VOLKSWAGEN MAGGIOLINO,MAGGIOLINO,VWBM,2011.0,HATCHBACK,NEAR PREMIUM,REST,UKL2,HATCH,HATCH
VOLKSWAGEN,VOLKSWAGEN BUBA,BUBA,VWBB,2011.0,HATCHBACK,NEAR PREMIUM,REST,UKL2,HATCH,HATCH
GREAT WALL,GREAT WALL VOLEEX C50,VOLEEX C50,GBC5,2011.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHEVROLET,CHEVROLET LUV D-MAX,LUV D-MAX,CHDM,2011.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CHEVROLET,CHEVROLET S-10,S-10,CHST,2011.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CHEVROLET,CHEVROLET SONIC,SONIC,CHS0,2011.0,UNSPECIFIED,BASE,REST,UKL1,UNSPEC.,UNSPEC.
BMW,BMW ACTIVE HYBRID 3,ACTIVE HYBRID 3,BM3H,2011.0,SEDAN,PREMIUM,TRAD. COMP.,KKL,SEDAN,SEDAN
KIA-YUEDA,KIA-YUEDA OPTIMA,OPTIMA,JKOP,2011.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
HAFEI,HAFEI JUNYI,JUNYI,H6JU,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHEVROLET,CHEVROLET TRAILBLAZER CLASSIC,TRAILBLAZER CLASSIC,CHTB,2011.0,SUV,BASE,REST,MKL,SUV,SUV
TOYOTA,TOYOTA VITZ,VITZ,TOVZ,2011.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
LADA,LADA GRANTA,GRANTA,LDGR,2011.0,WAGON,BASE,REST,UKL1,ESTATE,ESTATE
KOENIGSEGG,KOENIGSEGG AGERA,AGERA,R7AG,2011.0,COUPE,PREMIUM,TRAD. COMP.,GKL++2,COUPE,COUPE
LAMBORGHINI,LAMBORGHINI AVENTADOR,AVENTADOR,LMAV,2011.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,GKL++3,UNSPEC.,UNSPEC.
MITSUBISHI FUSO,MITSUBISHI FUSO ROSA,ROSA,NKRO,2011.0,BUS,BASE,REST,SKL,BUS,BUS
MITSUBISHI,MITSUBISHI DELICA D:2,DELICA D:2,MIS2,2011.0,MPV,BASE,REST,UKL0,MPV,MPV
CHEVROLET-SHANGHAI,CHEVROLET-SHANGHAI AVEO,AVEO,Y8AV,2011.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
ALPINA,ALPINA B6 (6-SER.),B6 (6-SERIES),AI69,2011.0,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
LANCIA,LANCIA THEMA,THEMA,LATH,2011.0,UNSPECIFIED,NEAR PREMIUM,REST,MKL,UNSPEC.,UNSPEC.
CHEVROLET-SHANGHAI,CHEVROLET-SHANGHAI EPICA,EPICA,Y8EP,2011.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHRYSLER,CHRYSLER 300,300,CU3N,2011.0,UNSPECIFIED,BASE,REST,MKL,UNSPEC.,UNSPEC.
TOYOTA,TOYOTA PRIUS C,PRIUS C,TOPY,2011.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
MITSUBISHI,MITSUBISHI DELICA D:3,DELICA D:3,MID3,2011.0,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO WEIWANG 306/307,WEIWANG 306/307,BXM3,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO PLUS,PLUS,BXPL,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BEIJING AUTO,BEIJING AUTO MZ40/MZ45,MZ40/MZ45,BXMZ,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA PIXIS SPACE,PIXIS SPACE,TOMO,2011.0,HATCHBACK,BASE,REST,UKL0,MPV,MPV
TOYOTA,TOYOTA PIXIS VAN/TRUCK,PIXIS VAN/TRUCK,TOKH,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
LDV,LDV V80,V80,LVV8,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
TOYOTA,TOYOTA 86,86,TODH,2011.0,COUPE,BASE,REST,UKL2,COUPE,COUPE
LEXUS,LEXUS CT-SERIES,CT-SERIES,LXBS,2011.0,HATCHBACK,PREMIUM,TRAD. COMP.,UKL2,HATCH,HATCH
LEXUS,LEXUS GS 300,GS 300,LXGS,2011.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
LEXUS,LEXUS GS 250,GS 250,LXG2,2011.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
LEXUS,LEXUS GS 200,GS 200,LXG0,2011.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
CHRYSLER,CHRYSLER YPSILON,YPSILON,CUY2,2011.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
LEXUS,LEXUS GS-SERIES UNSPEC.,GS-SERIES UNSPECIFIED,LXGZ,2011.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
LEXUS,LEXUS GS F,GS F,LXGF,2011.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
LEXUS,LEXUS GS 460,GS 460,LXG6,2011.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
LEXUS,LEXUS GS 450,GS 450,LXG5,2011.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
LEXUS,LEXUS GS 350,GS 350,LXG3,2011.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
MORGAN,MORGAN THREE WHEELER,THREE WHEELER,MO3W,2011.0,ROADSTER,PREMIUM,REST,UKL2,ROADSTER,ROADSTER
HAWTAI,HAWTAI BOLIGER,BOLIGER,HTB5,2011.0,SUV,BASE,REST,KKL,SAV,SAV
CITROEN,CITROEN C4 AIRCROSS,C4 AIRCROSS,CIM0,2011.0,SUV,BASE,REST,UKL2,SAV,SAV
CITROEN,CITROEN C-ZERO,C-ZERO,CIIE,2011.0,HATCHBACK,BASE,REST,UKL0,MPV,MPV
LIFAN,LIFAN 720,720,L5SD,2011.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BMW,BMW 3-SERIES GT,3-SERIES GT,BMV3,2011.0,HATCHBACK,PREMIUM,TRAD. COMP.,KKL,SAT,SAT
TATRA,TATRA PHOENIX,PHOENIX,TTPH,2011.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
MULTICAR,MULTICAR M27,M27,F127,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
LIFAN,LIFAN XINSHUN,XINSHUN,L5XI,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
LIFAN,LIFAN X60,X60,L5SU,2011.0,SUV,BASE,REST,UKL2,SAV,SAV
BUICK-SHANGHAI,BUICK-SHANGHAI GL8,GL8,QKG8,2011.0,MPV,BASE,REST,MKL,MPV,MPV
ASTON MARTIN,ASTON MARTIN ONE-77,ONE-77,AM77,2011.0,COUPE,PREMIUM,TRAD. COMP.,GKL++3,COUPE,COUPE
SUZUKI,SUZUKI MR WAGON,MR WAGON,SUMR,2011.0,HATCHBACK,BASE,REST,UKL0,MPV,MPV
ASTON MARTIN,ASTON MARTIN VIRAGE,VIRAGE,AMVA,2011.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,GKL++1,UNSPEC.,UNSPEC.
MAHINDRA,MAHINDRA GENIO,GENIO,MHGE,2011.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
SUBARU,SUBARU STELLA,STELLA,SBST,2011.0,HATCHBACK,BASE,REST,UKL0,MPV,MPV
HYUNDAI,HYUNDAI I40,I40,HYI4,2011.0,UNSPECIFIED,BASE,REST,KKL,UNSPEC.,UNSPEC.
DAIHATSU,DAIHATSU MIRA COCOA,MIRA COCOA,DHCC,2011.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
DAIHATSU,DAIHATSU MEBIUS,MEBIUS,DHMV,2011.0,MPV,BASE,REST,UKL2,MPV,MPV
SEAT,SEAT MII,MII,SENE,2011.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
SKODA,SKODA CITIGO,CITIGO,SKNE,2011.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
NISSAN,NISSAN MOCO,MOCO,NIMO,2011.0,HATCHBACK,BASE,REST,UKL0,MPV,MPV
HYUNDAI,HYUNDAI EON,EON,HYS1,2011.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
SCION,SCION FR-S,FR-S,U2FR,2011.0,COUPE,BASE,REST,UKL2,COUPE,COUPE
SAMSUNG,SAMSUNG SM7,SM7,SS07,2011.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
ROEWE,ROEWE W5,W5,RWW5,2011.0,SUV,BASE,REST,KKL,SAV,SAV
DODGE,DODGE VISION,VISION,DOV0,2011.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
RENAULT,RENAULT TWIZY,TWIZY,RETY,2011.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
DONGFENG,DONGFENG/DFM FENGSHEN E70,FENGSHEN E70,QDE7,2011.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
DONGFENG,DONGFENG/DFM FENGSHEN A60,FENGSHEN A60,QDA6,2011.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
DONGFENG,DONGFENG/DFAC E17 JUNFENG,E17 JUNFENG,QDE1,2011.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
HOLDEN,HOLDEN COLORADO 7,COLORADO 7,HLC7,2011.0,SUV,BASE,REST,MKL,SUV,SUV
HOLDEN,HOLDEN COLORADO,COLORADO,HLCC,2011.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BRILLIANCE,BRILLIANCE V5,V5,EEV5,2011.0,SUV,BASE,REST,UKL2,SAV,SAV
BRILLIANCE,BRILLIANCE H530,H530,EE53,2011.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
MB TRUCK,MB TRUCK ACTROS/ANTOS/AROCS,ACTROS/ANTOS/AROCS,4322,2011.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
MB TRUCK,MB TRUCK ACTROS,ACTROS,431P,2011.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
DS,DS DS5,DS5,70D5,2011.0,HATCHBACK,NEAR PREMIUM,REST,KKL,SAT,SAT
BOLLORE,BOLLORE BLUECAR,BLUECAR,U5BL,2011.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
BRILLIANCE,BRILLIANCE H2L,H2L,EEHL,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN,NISSAN LATIO,LATIO,NILT,2011.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
FERRARI,FERRARI FF,FF,FRFF,2011.0,COUPE,PREMIUM,TRAD. COMP.,GKL++3,COUPE,COUPE
RAVON,RAVON R4,R4,8RR4,2011.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
PORSCHE,PORSCHE 911 SPEEDSTER,911 SPEEDSTER,POST,2011.0,ROADSTER,PREMIUM,TRAD. COMP.,GKL,ROADSTER,ROADSTER
PORSCHE,PORSCHE 911 R,911 R,PO9R,2011.0,COUPE,PREMIUM,TRAD. COMP.,GKL,COUPE,COUPE
PORSCHE,PORSCHE 911 GT2,911 GT2,POG2,2011.0,COUPE,PREMIUM,TRAD. COMP.,GKL++2,COUPE,COUPE
HOLDEN,HOLDEN MALIBU,MALIBU,HLMU,2011.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
PFAU,PFAU UNIJET/WITRAK-SERIES,UNIJET/WITRAK-SERIES,PWUW,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PEUGEOT,PEUGEOT ION,ION,PEIE,2011.0,HATCHBACK,BASE,REST,UKL0,MPV,MPV
PEUGEOT-DONGFENG,PEUGEOT-DONGFENG 301,301,YNCC,2011.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
MERCEDES-BENZ,MERCEDES-BENZ ACTRS/ANTS/ARCS,ACTROS/ANTOS/ARCOS,MBWQ,2011.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
MERCEDES-BENZ,MERCEDES-BENZ ACTROS,ACTROS,MBWZ,2011.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
HOLDEN,HOLDEN TRAILBLAZER,TRAILBLAZER,HLTB,2011.0,SUV,BASE,REST,MKL,SUV,SUV
PEUGEOT,PEUGEOT 4008,4008,PEM0,2011.0,SUV,BASE,REST,UKL2,SAV,SAV
FIAT,FIAT PALIO,PALIO,FIW1,2011.0,WAGON,BASE,REST,UKL1,ESTATE,ESTATE
HONDA,HONDA FIT SHUTTLE,FIT SHUTTLE,HOF0,2011.0,MPV,BASE,REST,UKL2,ESTATE,ESTATE
PAGANI,PAGANI HUAYRA,HUAYRA,P5HU,2011.0,UNSPECIFIED,PREMIUM,TRAD. COMP.,GKL++3,UNSPEC.,UNSPEC.
NISSAN,NISSAN SUNNY (N17),SUNNY (N17),NIM0,2011.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
FIAT,FIAT SIENA,SIENA,FISI,2011.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
OPEL,OPEL ZAFIRA,ZAFIRA,OPZA,2011.0,MPV,BASE,REST,UKL2,MPV,MPV
NISSAN,NISSAN TIIDA,TIIDA,NITC,2011.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
NISSAN-DONGFENG,NISSAN-DONGFENG SUNNY (MICRA),SUNNY (MICRA),F5SM,2011.0,SEDAN,BASE,REST,UKL1,SEDAN,SEDAN
NISSAN,NISSAN V-DRIVE,V-DRIVE,NIVD,2011.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
ZOTYE,ZOTYE V10,V10,J810,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
MERCEDES-BENZ,MERCEDES-BENZ ML 320,ML 320,MBV3,2011.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
MERCEDES-BENZ,MERCEDES-BENZ ML 300,ML 300,MBVE,2011.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
MERCEDES-BENZ,MERCEDES-BENZ ML 250,ML 250,MBVK,2011.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
CHANA,CHANA CM5,CM5,YCC5,2011.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BMW,BMW 640,640,BM69,2011.0,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL,CABRIO,CABRIO
GREAT WALL,GREAT WALL 6,6,GB61,2011.0,SUV,BASE,REST,KKL,SAV,SAV
KARMA,KARMA (FISKER) KARMA,(FISKER) KARMA,KXKA,2010.0,SEDAN,PREMIUM,REST,GKL,SEDAN,4DR COUPE
CHANA,CHANA STAR 7,STAR 7,YCS7,2010.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
JMC,JMC N900,N900,QM90,2010.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
GREAT WALL,GREAT WALL H5,H5,GB50,2010.0,SUV,BASE,REST,UKL2,SAV,SAV
CHANA,CHANA CX20,CX20,YCCX,2010.0,MPV,BASE,REST,UKL1,MPV,MPV
JMC,JMC YUSHENG,YUSHENG,QMYS,2010.0,SUV,BASE,REST,KKL,SAV,SAV
CHANA,CHANA TAURUS (F202),TAURUS,YCTA,2010.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
NISSAN-DONGFENG,NISSAN-DONGFENG MARCH,MARCH,F5NM,2010.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
JMC,JMC NKR,NKR,QMNK,2010.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
JMC,JMC NHR,NHR,QMNH,2010.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
JMC,JMC CITY,CITY,QMCI,2010.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
KARSAN,KARSAN J10,J10,KJJ0,2010.0,VAN,BASE,REST,SKL,BUS,BUS
ASTON MARTIN,ASTON MARTIN RAPIDE,RAPIDE,AMRA,2010.0,COUPE,PREMIUM,TRAD. COMP.,GKL++2,SEDAN,4DR COUPE
CITROEN-DONGFENG,CITROEN-DONGFENG C5,C5,DGC5,2010.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
NISSAN,NISSAN CIMA,CIMA,NICY,2010.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
SUZUKI-CHANGHE,SUZUKI-CHANGHE X5,X5,YEX5,2010.0,HATCHBACK,BASE,REST,UKL0,MPV,MPV
SUZUKI-CHANGHE,SUZUKI-CHANGHE WAGON R,WAGON R,YEWR,2010.0,HATCHBACK,BASE,REST,UKL0,MPV,MPV
