Mk,Va,Ve,Cn,Ft,count
BMW,21EU,EAF500M0,X5 XDRIVE40I,petrol,1
BMW,21EU,FAE500M0,X5 XDRIVE40I,petrol,3
BMW,21EU,FAE509M0,X5 XDRIVE40I,petrol,3
BMW,21EU,FAE700M0,X5 XDRIVE40I,petrol,1
BMW,21EU,FAE700MA,X5 XDRIVE40I,petrol,1
BMW,21EU,FAE709MA,X5 XDRIVE40I,petrol,1
BMW,21EV,EAE500L0,X5 XDRIVE40D,diesel,6
BMW,21EV,EAE500M0,X5 XDRIVE40D,diesel,7
BMW,21EV,EAE509MC,X5 XDRIVE40D,diesel,22
BMW,21EV,EAE700M0,X5 XDRIVE40D,diesel,4
BMW,21EV,EAE709MD,X5 XDRIVE40D,diesel,9
BMW,21EV,EAE709ME,X5 XDRIVE40D,diesel,7
BMW,21EV,EAF509MC,X5 XDRIVE40D,diesel,2
BMW,21EV,FAE500M0,X5 XDRIVE40D,diesel,3
BMW,21EV,FAE500MA,X5 XDRIVE40D,diesel,1
BMW,21EV,FAE509M0,X5 XDRIVE40D,diesel,1
BMW,21EV,FAE509MC,X5 XDRIVE40D,diesel,25
BMW,21EV,FAE509MD,X5 XDRIVE40D,diesel,12
BMW,21EV,FAE700M0,X5 XDRIVE40D,diesel,2
BMW,21EV,FAE700MA,X5 XDRIVE40D,diesel,1
BMW,21EV,FAE709MC,X5 XDRIVE40D,diesel,1
BMW,21EV,FAE709MD,X5 XDRIVE40D,diesel,7
BMW,21EV,FAF509MC,X5 XDRIVE40D,diesel,1
BMW,21EV,FAF509MD,X5 XDRIVE40D,diesel,2
BMW,21EY,EAE500L0,X6 XDRIVE40D M SPORT,diesel,2
BMW,21EY,EAE500M0,X6 XDRIVE40D M SPORT,diesel,9
BMW,21EY,EAE500MA,X6 XDRIVE40D M SPORT,diesel,1
BMW,21EY,EAE509M0,X6 XDRIVE40D M SPORT,diesel,2
BMW,21EY,EAE509MC,X6 XDRIVE40D M SPORT,diesel,69
BMW,21EY,EAE509MD,X6 XDRIVE40D M SPORT,diesel,20
BMW,21EY,EAF509MC,X6 XDRIVE40D M SPORT,diesel,2
BMW,21EY,FAE500M0,X6 XDRIVE40D M SPORT,diesel,8
BMW,21EY,FAE500MA,X6 XDRIVE40D M SPORT,diesel,4
BMW,21EY,FAE509MC,X6 XDRIVE40D M SPORT,diesel,50
BMW,21EY,FAE509MD,X6 XDRIVE40D M SPORT,diesel,21
BMW,21EY,FAF509MC,X6 XDRIVE40D M SPORT,diesel,1
BMW,21FL,FAA500B0,520D XDRIVE,diesel,80
BMW,21FL,FAA507B0,520D XDRIVE,diesel,46
BMW,21FY,EAW500L0,320I,petrol,11
BMW,21FY,EAW500M0,320I,petrol,2
BMW,21FY,EAW507M0,320I,petrol,3
BMW,21FY,FAW500L0,320I,petrol,8
BMW,21FY,FAW500M0,320I,petrol,1
BMW,21FY,FAW507L0,320I,petrol,1
BMW,21FY,FAW507M0,320I,petrol,2
BMW,21FY,FAW507MB,320I,petrol,1
BMW,21FZ,FAA500L0,320D,diesel,160
BMW,21FZ,FAA500LB,320D,diesel,7
BMW,21FZ,FAA500M0,320D,diesel,12
BMW,21FZ,FAA500MB,320D,diesel,9
BMW,21FZ,FAA507L0,320D,diesel,1
BMW,21FZ,FAA507M0,320D,diesel,29
BMW,21FZ,FAA507MB,320D,diesel,5
BMW,21FZ,IAA500K0,320D,diesel,1
BMW,21GB,EAW50000,M3 COMPETITION M XDRIVE,petrol,3
BMW,21GB,EAW500L0,M3 COMPETITION M XDRIVE,petrol,48
BMW,21GB,EAW500LV,M3 COMPETITION M XDRIVE,petrol,8
BMW,21GB,EAW5A0L0,M3 COMPETITION M XDRIVE,petrol,17
BMW,21GB,EAW5A0LV,M3 COMPETITION M XDRIVE,petrol,9
BMW,21GB,EAW5A9LV,M3 COMPETITION M XDRIVE,petrol,1
BMW,21GB,FAW50000,M3 COMPETITION M XDRIVE,petrol,2
BMW,21GB,FAW500L0,M3 COMPETITION M XDRIVE,petrol,16
BMW,21GB,FAW500LV,M3 COMPETITION M XDRIVE,petrol,2
BMW,21GB,FAW5A0L0,M3 COMPETITION M XDRIVE,petrol,8
BMW,21GB,FAW5A9LV,M3 COMPETITION M XDRIVE,petrol,6
BMW,21GE,FAW50000,M135 XDRIVE,petrol,3
BMW,21GE,FAW500L0,M135 XDRIVE,petrol,108
BMW,21GE,FAW509L0,M135 XDRIVE,petrol,12
BMW,21GF,FAW50000,120D,diesel,426
BMW,21GF,FAW500L0,120D,diesel,1769
BMW,21GF,FAW50800,120D,diesel,1
BMW,21GF,FAW508L0,120D,diesel,224
BMW,21GF,FAW509L0,120D,diesel,5
BMW,21GH,FAW50000,220D,diesel,56
BMW,21GH,FAW500L0,220D,diesel,455
BMW,21GH,FAW50800,220D,diesel,1
BMW,21GH,FAW508L0,220D,diesel,233
BMW,21GH,FAW509L0,220D,diesel,2
BMW,21GL,FAA507MB,M340I XDRIVE,petrol,1
BMW,21GM,FAV500B0,X2 SDRIVE20I,petrol,133
BMW,21GM,FAV500L0,X2 SDRIVE20I,petrol,685
BMW,21GM,FAV508B0,X2 SDRIVE20I,petrol,2
BMW,21GM,FAV508L0,X2 SDRIVE20I,petrol,234
BMW,21GM,FAV509L0,X2 SDRIVE20I,petrol,1
BMW,21GV,BAC50000,530E,petrol/electric,9
BMW,21GV,BAC50700,530E,petrol/electric,1
BMW,21GV,EAC50000,530E,petrol/electric,23
BMW,21GV,EAC50700,530E,petrol/electric,11
BMW,21GV,EAW50000,530E,petrol/electric,5
BMW,21GW,FAA500M0,520D XDRIVE,diesel,48
BMW,21GW,FAA507M0,520D XDRIVE,diesel,28
BMW,21HD,0AH50000,I4 EDRIVE40,electric,1
BMW,21HD,0AH5A000,I4 EDRIVE40,electric,110
BMW,21HD,0AH5A00B,I4 EDRIVE40,electric,32
BMW,21HD,0AL50000,I4 EDRIVE40,electric,4
BMW,21HD,0AL5A000,I4 EDRIVE40,electric,107
BMW,21HD,0AL5A00B,I4 EDRIVE40,electric,22
BMW,21HJ,EAW50000,M3 COMPETITION,petrol,2
BMW,21HJ,EAW500L0,M3 COMPETITION,petrol,5
BMW,21HJ,EAW500LV,M3 COMPETITION,petrol,1
BMW,21HJ,EAW5A0L0,M3 COMPETITION,petrol,1
BMW,21HJ,FAW500L0,M3 COMPETITION,petrol,3
BMW,21HJ,FAW5A0L0,M3 COMPETITION,petrol,1
BMW,21HJ,FAW5A9LV,M3 COMPETITION,petrol,1
BMW,21HK,EAW400L0,M4 COMPETITION,petrol,7
BMW,21HK,EAW409LV,M4 COMPETITION,petrol,3
BMW,21HK,FAW4A0L0,M4 COMPETITION,petrol,1
BMW,25DN,BAV500NC,X3 M40D,diesel,2
BMW,25DP,EAV500L0,X3 XDRIVE20I,petrol,7
BMW,25DP,EAV500M0,X3 XDRIVE20I,petrol,2
BMW,25DP,IAV500M0,X3 XDRIVE20I,petrol,5
BMW,25GR,FAW500L0,X3 40D XDRIVE,diesel,20
BMW,25GR,FAW500M0,X3 40D XDRIVE,diesel,168
BMW,28FS,EAW50000,330E,petrol/electric,4
BMW,28FS,EAW50700,330E,petrol/electric,1
BMW,28FS,IAW50000,330E,petrol/electric,6
BMW,28FS,IAW50700,330E,petrol/electric,2
BMW,28FU,FAA500L0,318D,diesel,236
BMW,28FU,FAA500LB,318D,diesel,10
BMW,28FU,FAA500M0,318D,diesel,11
BMW,28FU,FAA500MB,318D,diesel,1
BMW,28FU,FAA507L0,318D,diesel,1
BMW,28FU,FAA507M0,318D,diesel,13
BMW,28FU,IAA500K0,318D,diesel,10
BMW,28FU,IAA500M0,318D,diesel,1
BMW,31AK,EAW50000,220I,petrol,1
BMW,31AM,IAW500L0,218D,diesel,1
BMW,31AW,0AC50700,I4 M50,electric,8
BMW,31AW,0AW50700,I4 M50,electric,1
BMW,31AW,0AW5070B,I4 M50,electric,4
BMW,31AZ,IAW40000,M4 COMPETITION,petrol,2
BMW,31AZ,IAW400L0,M4 COMPETITION,petrol,2
BMW,31CA,BAV500L0,X4 XDRIVE20D,diesel,1363
BMW,31CA,BAV500LA,X4 XDRIVE20D,diesel,31
BMW,31CA,BAV500LB,X4 XDRIVE20D,diesel,28
BMW,31CA,BAV500LC,X4 XDRIVE20D,diesel,19
BMW,31CA,BAV500N0,X4 XDRIVE20D,diesel,63
BMW,31CA,BAV500NA,X4 XDRIVE20D,diesel,19
BMW,31CA,BAV500NB,X4 XDRIVE20D,diesel,13
BMW,31CA,BAV500NC,X4 XDRIVE20D,diesel,17
BMW,31CA,IAV500L0,X4 XDRIVE20D,diesel,4
BMW,31CF,0AA50000,IX M60,electric,1
BMW,31CG,IAW507L0,530E XDRIVE,petrol/electric,1
BMW,31CS,EAW50000,XM LABEL,petrol/electric,15
BMW,31CS,EAW5000V,XM LABEL,petrol/electric,4
BMW,31DM,BAW400B0,M2 CS,petrol,2
BMW,31DM,BAW400BQ,M2 CS,petrol,4
BMW,31EE,FAV500B0,X1 SDRIVE20I,petrol,408
BMW,31EE,FAV500L0,X1 SDRIVE20I,petrol,681
BMW,31EE,FAV508L0,X1 SDRIVE20I,petrol,171
BMW,31EE,FAW500B0,X1 SDRIVE20I,petrol,14
BMW,31EE,FAW500L0,X1 SDRIVE20I,petrol,4
BMW,31EE,IAW500B0,X1 SDRIVE20I,petrol,1
BMW,31EE,IAW500L0,X1 SDRIVE20I,petrol,2
BMW,31EF,BAW50000,X1 XDRIVE30E,petrol/electric,12
BMW,31EF,BAW50800,X1 XDRIVE30E,petrol/electric,13
BMW,31EF,BAW50900,X1 XDRIVE30E,petrol/electric,2
BMW,31EF,EAW50000,X1 XDRIVE30E,petrol/electric,205
BMW,31EF,EAW50800,X1 XDRIVE30E,petrol/electric,125
BMW,31EF,EAW50900,X1 XDRIVE30E,petrol/electric,4
BMW,31EG,FAV500B0,X1 SDRIVE20D,diesel,1047
BMW,31EG,FAV500L0,X1 SDRIVE20D,diesel,2887
BMW,31EG,FAV508L0,X1 SDRIVE20D,diesel,333
BMW,31EG,FAV509L0,X1 SDRIVE20D,diesel,1
BMW,31EM,EAV600L0,X7 M60I XDRIVE,petrol,4
BMW,31EM,EAV600M0,X7 M60I XDRIVE,petrol,1
BMW,31EM,EAV600MA,X7 M60I XDRIVE,petrol,1
BMW,31EM,EAV700L0,X7 M60I XDRIVE,petrol,17
BMW,31EM,EAV700LA,X7 M60I XDRIVE,petrol,5
BMW,31EM,EAV700M0,X7 M60I XDRIVE,petrol,4
BMW,31EM,EAV700MA,X7 M60I XDRIVE,petrol,4
BMW,31EU,EAE500M0,X5 M60I XDRIVE,petrol,10
BMW,31EU,EAE500MA,X5 M60I XDRIVE,petrol,7
BMW,31EX,EAE500L0,X6 XDRIVE40I M SPORT,petrol,5
BMW,31EX,EAE500M0,X6 XDRIVE40I M SPORT,petrol,10
BMW,31EX,EAE500MA,X6 XDRIVE40I M SPORT,petrol,5
BMW,31EX,EAE509M0,X6 XDRIVE40I M SPORT,petrol,40
BMW,31EX,EAE509MA,X6 XDRIVE40I M SPORT,petrol,11
BMW,31EX,EAF509M0,X6 XDRIVE40I M SPORT,petrol,1
BMW,31EX,FAE500M0,X6 XDRIVE40I M SPORT,petrol,4
BMW,31EX,FAE509M0,X6 XDRIVE40I M SPORT,petrol,12
BMW,31EX,FAE509MA,X6 XDRIVE40I M SPORT,petrol,1
BMW,31FK,0AH50000,I5 EDRIVE40,electric,15
BMW,31FK,0AH50800,I5 EDRIVE40,electric,7
BMW,31FK,0AL50000,I5 EDRIVE40,electric,4
BMW,31FK,0AL50800,I5 EDRIVE40,electric,1
BMW,31FL,FAA500M0,540D XDRIVE,diesel,33
BMW,31FL,FAA508M0,540D XDRIVE,diesel,54
BMW,31FZ,FAA500L0,320D XDRIVE,diesel,25
BMW,31FZ,FAA500LB,320D XDRIVE,diesel,2
BMW,31FZ,FAA500M0,320D XDRIVE,diesel,5
BMW,31FZ,FAA500MB,320D XDRIVE,diesel,1
BMW,31FZ,FAA507M0,320D XDRIVE,diesel,77
BMW,31FZ,FAA507MB,320D XDRIVE,diesel,5
BMW,31GB,BAW50000,M3 CS,petrol,3
BMW,31GB,EAW50000,M3 CS,petrol,12
BMW,31GB,EAW50900,M3 CS,petrol,1
BMW,31GE,FAW50000,116,petrol,246
BMW,31GE,FAW500L0,116,petrol,152
BMW,31GE,FAW508L0,116,petrol,5
BMW,31GG,FAW50000,M235 XDRIVE,petrol,3
BMW,31GG,FAW500L0,M235 XDRIVE,petrol,24
BMW,31GG,FAW509L0,M235 XDRIVE,petrol,3
BMW,31GH,FAW50000,220,petrol,14
BMW,31GH,FAW500L0,220,petrol,62
BMW,31GH,FAW508L0,220,petrol,55
BMW,31GH,FAW509L0,220,petrol,1
BMW,31GN,FAW500B0,X2 SDRIVE18D,diesel,178
BMW,31GN,FAW500L0,X2 SDRIVE18D,diesel,951
BMW,31GN,FAW508B0,X2 SDRIVE18D,diesel,1
BMW,31GN,FAW508L0,X2 SDRIVE18D,diesel,267
BMW,31GP,FAW500L0,X3 20 XDRIVE,petrol,31
BMW,31GP,FAW500M0,X3 20 XDRIVE,petrol,56
BMW,31GV,BAC50700,530E XDRIVE,petrol/electric,2
BMW,31GV,EAC50000,530E XDRIVE,petrol/electric,17
BMW,31GV,EAC50700,530E XDRIVE,petrol/electric,5
BMW,31GW,FAA500M0,540D XDRIVE,diesel,12
BMW,31GW,FAA508M0,540D XDRIVE,diesel,36
BMW,31HD,0AW50700,I4 M50 XDRIVE,electric,8
BMW,31HD,0AW5070B,I4 M50 XDRIVE,electric,15
BMW,31HD,0AW50800,I4 M50 XDRIVE,electric,2
BMW,31HD,0AW5080B,I4 M50 XDRIVE,electric,5
BMW,31HG,0AB50000,I5 XDRIVE40,electric,7
BMW,31HG,0AB50800,I5 XDRIVE40,electric,1
BMW,31HG,0AH50000,I5 XDRIVE40,electric,4
BMW,31HG,0AH50800,I5 XDRIVE40,electric,1
BMW,31HG,0AH5A800,I5 XDRIVE40,electric,1
BMW,31HG,0AL50000,I5 XDRIVE40,electric,3
BMW,31HG,0AL50800,I5 XDRIVE40,electric,1
BMW,31HH,0AB50000,I5 M60 XDRIVE,electric,6
BMW,31HJ,EAW50000,M3 COMPETITION M XDRIVE,petrol,1
BMW,31HJ,EAW500L0,M3 COMPETITION M XDRIVE,petrol,40
BMW,31HJ,EAW500LV,M3 COMPETITION M XDRIVE,petrol,6
BMW,31HJ,EAW509L0,M3 COMPETITION M XDRIVE,petrol,1
BMW,31HJ,EAW509LV,M3 COMPETITION M XDRIVE,petrol,4
BMW,31HJ,EAW5A0L0,M3 COMPETITION M XDRIVE,petrol,6
BMW,31HJ,EAW5A9L0,M3 COMPETITION M XDRIVE,petrol,1
BMW,31HJ,EAW5A9LV,M3 COMPETITION M XDRIVE,petrol,2
BMW,31HJ,FAW50000,M3 COMPETITION M XDRIVE,petrol,1
BMW,31HJ,FAW500L0,M3 COMPETITION M XDRIVE,petrol,8
BMW,31HJ,FAW500LV,M3 COMPETITION M XDRIVE,petrol,1
BMW,31HJ,FAW5A0L0,M3 COMPETITION M XDRIVE,petrol,7
BMW,31HJ,FAW5A0LV,M3 COMPETITION M XDRIVE,petrol,4
BMW,31HJ,FAW5A9LV,M3 COMPETITION M XDRIVE,petrol,6
BMW,31HK,EAW40000,M4 COMPETITION M XDRIVE,petrol,2
BMW,31HK,EAW4000V,M4 COMPETITION M XDRIVE,petrol,1
BMW,31HK,EAW400L0,M4 COMPETITION M XDRIVE,petrol,13
BMW,31HK,EAW400LV,M4 COMPETITION M XDRIVE,petrol,1
BMW,31HK,EAW409LV,M4 COMPETITION M XDRIVE,petrol,2
BMW,31HK,EAW4A0L0,M4 COMPETITION M XDRIVE,petrol,8
BMW,31HK,EAW4A0LV,M4 COMPETITION M XDRIVE,petrol,1
BMW,31HK,EAW4A9LV,M4 COMPETITION M XDRIVE,petrol,6
BMW,31HK,FAW40000,M4 COMPETITION M XDRIVE,petrol,2
BMW,31HK,FAW400L0,M4 COMPETITION M XDRIVE,petrol,7
BMW,31HK,FAW409LV,M4 COMPETITION M XDRIVE,petrol,1
BMW,31HK,FAW4A0L0,M4 COMPETITION M XDRIVE,petrol,4
BMW,31HK,FAW4A9LV,M4 COMPETITION M XDRIVE,petrol,2
BMW,31HR,0AW50000,IX3 50 XDRIVE,electric,4
BMW,31HR,0AW5000A,IX3 50 XDRIVE,electric,1
BMW,35GP,FAW500L0,X3 20 XDRIVE,petrol,175
BMW,35GP,FAW500M0,X3 20 XDRIVE,petrol,139
BMW,38FU,FAA500L0,320D,diesel,184
BMW,38FU,FAA500LB,320D,diesel,10
BMW,38FU,FAA500M0,320D,diesel,18
BMW,38FU,FAA500MB,320D,diesel,5
BMW,38FU,FAA507L0,320D,diesel,3
BMW,38FU,FAA507M0,320D,diesel,69
BMW,38FU,FAA507MB,320D,diesel,10
BMW,38FU,IAA500K0,320D,diesel,1
BMW,38FU,IAA500M0,320D,diesel,1
BMW,41AY,IAW500L0,M3 COMPETITION M XDRIVE,petrol,1
BMW,41AY,IAW509LV,M3 COMPETITION M XDRIVE,petrol,1
BMW,41AZ,IAW40000,M4 COMPETITION M XDRIVE,petrol,5
BMW,41AZ,IAW400L0,M4 COMPETITION M XDRIVE,petrol,2
BMW,41BA,EAW40000,M4 COMPETITION M XDRIVE,petrol,1
BMW,41BA,EAW4000V,M4 COMPETITION M XDRIVE,petrol,1
BMW,41BA,EAW400L0,M4 COMPETITION M XDRIVE,petrol,12
BMW,41BA,EAW400LV,M4 COMPETITION M XDRIVE,petrol,4
BMW,41BA,EAW4A0L0,M4 COMPETITION M XDRIVE,petrol,7
BMW,41BA,FAW4A0L0,M4 COMPETITION M XDRIVE,petrol,4
BMW,41CF,0AA5A000,IX XDRIVE45,electric,79
BMW,41CF,0AB5A000,IX XDRIVE45,electric,16
BMW,41CM,EAW407M0,M240I,petrol,2
BMW,41CM,EAW408M0,M240I,petrol,1
BMW,41DT,EAV500L0,X4 M40I,petrol,39
BMW,41DT,EAV500LA,X4 M40I,petrol,8
BMW,41DT,EAV500LB,X4 M40I,petrol,2
BMW,41DT,EAV500LC,X4 M40I,petrol,1
BMW,41DT,EAV500N0,X4 M40I,petrol,4
BMW,41DT,EAV500NA,X4 M40I,petrol,2
BMW,41DT,EAV500NB,X4 M40I,petrol,1
BMW,41DT,EAV500NC,X4 M40I,petrol,1
BMW,41DT,IAV500N0,X4 M40I,petrol,1
BMW,41DU,0AW50000,IX3,electric,1
BMW,41DU,0AW5000B,IX3,electric,16
BMW,41EG,FAV500B0,X1 XDRIVE20D,diesel,166
BMW,41EG,FAV500L0,X1 XDRIVE20D,diesel,761
BMW,41EG,FAV508L0,X1 XDRIVE20D,diesel,573
BMW,41EG,FAW500B0,X1 XDRIVE20D,diesel,4
BMW,41EG,FAW500L0,X1 XDRIVE20D,diesel,11
BMW,41EG,IAW500L0,X1 XDRIVE20D,diesel,2
BMW,41EH,BAA50900,750E XDRIVE,petrol/electric,3
BMW,41EH,EAA50900,750E XDRIVE,petrol/electric,50
BMW,41EJ,0AA50000,I7 EDRIVE50,electric,8
BMW,41EJ,0AB50000,I7 EDRIVE50,electric,4
BMW,41EJ,0AB50900,I7 EDRIVE50,electric,1
BMW,41EU,EAA50000,X5 XDRIVE50E,petrol/electric,176
BMW,41EU,EAA5000A,X5 XDRIVE50E,petrol/electric,34
BMW,41EU,EAA50900,X5 XDRIVE50E,petrol/electric,166
BMW,41EU,EAA5090A,X5 XDRIVE50E,petrol/electric,54
BMW,41EU,EAB50000,X5 XDRIVE50E,petrol/electric,8
BMW,41EU,EAB5000A,X5 XDRIVE50E,petrol/electric,1
BMW,41EU,EAB50900,X5 XDRIVE50E,petrol/electric,17
BMW,41EU,EAB5090A,X5 XDRIVE50E,petrol/electric,5
BMW,41EU,IAA50000,X5 XDRIVE50E,petrol/electric,1
BMW,41EU,IAB50000,X5 XDRIVE50E,petrol/electric,1
BMW,41EX,EAE500M0,X6 M60I XDRIVE,petrol,32
BMW,41EX,EAE500MA,X6 M60I XDRIVE,petrol,7
BMW,41FF,EAA507M0,M340I XDRIVE,petrol,1
BMW,41FK,0AB50000,I5 M60 XDRIVE,electric,6
BMW,41FN,FAA400L0,420D,diesel,41
BMW,41FN,FAA400LB,420D,diesel,3
BMW,41FN,FAA407M0,420D,diesel,40
BMW,41FN,FAA407MB,420D,diesel,3
BMW,41FP,EAW400L0,430I XDRIVE,petrol,17
BMW,41FP,EAW400LB,430I XDRIVE,petrol,3
BMW,41FP,EAW407L0,430I XDRIVE,petrol,9
BMW,41FP,EAW407LB,430I XDRIVE,petrol,5
BMW,41FP,FAW407L0,430I XDRIVE,petrol,1
BMW,41FP,FAW407M0,430I XDRIVE,petrol,2
BMW,41FR,FAA500L0,420D,diesel,338
BMW,41FR,FAA500LB,420D,diesel,21
BMW,41FR,FAA507L0,420D,diesel,3
BMW,41FR,FAA507LB,420D,diesel,1
BMW,41FR,FAA507M0,420D,diesel,180
BMW,41FR,FAA507MB,420D,diesel,11
BMW,41GG,FAW50000,216,petrol,15
BMW,41GG,FAW500L0,216,petrol,9
BMW,41GG,FAW508L0,216,petrol,1
BMW,41GN,FAV500B0,X2 SDRIVE20D,diesel,276
BMW,41GN,FAV500L0,X2 SDRIVE20D,diesel,2118
BMW,41GN,FAV508L0,X2 SDRIVE20D,diesel,367
BMW,41GN,FAV509L0,X2 SDRIVE20D,diesel,2
BMW,41GV,BAC50800,550E XDRIVE,petrol/electric,1
BMW,41GV,EAC50000,550E XDRIVE,petrol/electric,3
BMW,41GV,EAC50800,550E XDRIVE,petrol/electric,13
BMW,41HC,EAW500L0,430I XDRIVE,petrol,18
BMW,41HC,EAW500LB,430I XDRIVE,petrol,2
BMW,41HC,EAW507L0,430I XDRIVE,petrol,23
BMW,41HC,EAW507LB,430I XDRIVE,petrol,9
BMW,41HC,FAW500L0,430I XDRIVE,petrol,1
BMW,41HC,FAW500LB,430I XDRIVE,petrol,1
BMW,41HC,FAW500M0,430I XDRIVE,petrol,1
BMW,41HC,FAW507M0,430I XDRIVE,petrol,9
BMW,41HC,FAW507MB,430I XDRIVE,petrol,3
BMW,41HG,0AB50000,I5 M60 XDRIVE,electric,13
BMW,41HK,EAW40000,M4 CS,petrol,9
BMW,41HK,EAW40900,M4 CS,petrol,2
BMW,48FF,EAA507M0,M340I XDRIVE,petrol,8
BMW,48FF,EAA507MB,M340I XDRIVE,petrol,1
BMW,48GK,EAW50000,330E,petrol/electric,68
BMW,48GK,EAW5000B,330E,petrol/electric,7
BMW,48GK,EAW50700,330E,petrol/electric,134
BMW,48GK,EAW5070B,330E,petrol/electric,9
BMW,51AP,IAW400K0,430I,petrol,1
BMW,51AU,FAA400L0,420D,diesel,177
BMW,51AU,FAA400LB,420D,diesel,3
BMW,51AU,FAA407M0,420D,diesel,24
BMW,51AU,FAA407MB,420D,diesel,3
BMW,51AX,IAA500L0,430D XDRIVE,diesel,2
BMW,51BX,EAW50000,230E XDRIVE ACTIVE TOURER,petrol/electric,4
BMW,51CF,0AA5A000,IX XDRIVE60,electric,80
BMW,51CF,0AB5A000,IX XDRIVE60,electric,5
BMW,51CM,EAW407K0,M240I XDRIVE,petrol,4
BMW,51CM,EAW407M0,M240I XDRIVE,petrol,11
BMW,51CM,EAW407MB,M240I XDRIVE,petrol,4
BMW,51CM,EAW408M0,M240I XDRIVE,petrol,4
BMW,51CM,EAW408MB,M240I XDRIVE,petrol,2
BMW,51CM,IAW407M0,M240I XDRIVE,petrol,2
BMW,51EH,BAA50000,M760E XDRIVE,petrol/electric,2
BMW,51EH,EAA50000,M760E XDRIVE,petrol/electric,23
BMW,51EJ,0AA50000,I7 XDRIVE60,electric,3
BMW,51EJ,0AA50900,I7 XDRIVE60,electric,1
BMW,51EJ,0AB50000,I7 XDRIVE60,electric,9
BMW,51EJ,0AB50900,I7 XDRIVE60,electric,20
BMW,51FY,EAW50000,320E XDRIVE,petrol/electric,1
BMW,51FY,IAW50000,320E XDRIVE,petrol/electric,6
BMW,51GL,BAW50000,330E XDRIVE,petrol/electric,5
BMW,51GL,BAW50700,330E XDRIVE,petrol/electric,3
BMW,51GL,EAW50000,330E XDRIVE,petrol/electric,45
BMW,51GL,EAW5000B,330E XDRIVE,petrol/electric,3
BMW,51GL,EAW50700,330E XDRIVE,petrol/electric,94
BMW,51GL,EAW5070B,330E XDRIVE,petrol/electric,3
BMW,51GM,0AA50000,IX2 EDRIVE20,electric,1111
BMW,51GM,0AA50800,IX2 EDRIVE20,electric,134
BMW,51GM,0AA50900,IX2 EDRIVE20,electric,1
BMW,51GM,0AB50000,IX2 EDRIVE20,electric,14
BMW,51GM,0AB50800,IX2 EDRIVE20,electric,9
BMW,51GN,FAV500B0,X2 XDRIVE20D,diesel,62
BMW,51GN,FAV500L0,X2 XDRIVE20D,diesel,621
BMW,51GN,FAV508L0,X2 XDRIVE20D,diesel,283
BMW,51GN,FAV509L0,X2 XDRIVE20D,diesel,3
BMW,51GN,FAW500L0,X2 XDRIVE20D,diesel,1
BMW,51HB,EAW400L0,430I XDRIVE,petrol,12
BMW,51HB,EAW400LB,430I XDRIVE,petrol,1
BMW,51HB,EAW407L0,430I XDRIVE,petrol,9
BMW,51HB,EAW407LB,430I XDRIVE,petrol,3
BMW,51HB,FAW400L0,430I XDRIVE,petrol,1
BMW,51HB,FAW400M0,430I XDRIVE,petrol,1
BMW,51HB,FAW407M0,430I XDRIVE,petrol,4
BMW,51HD,0AW5A000,I4 EDRIVE35,electric,26
BMW,51HD,0AW5A00B,I4 EDRIVE35,electric,10
BMW,51HD,0AW5A700,I4 EDRIVE35,electric,5
BMW,51HD,0AW5A70B,I4 EDRIVE35,electric,4
BMW,51HH,0AB50000,I5 XDRIVE40,electric,4
BMW,51HH,0AB50800,I5 XDRIVE40,electric,3
BMW,51HH,0AH50000,I5 XDRIVE40,electric,1
BMW,51HH,0AL50000,I5 XDRIVE40,electric,2
BMW,55BZ,BAV500L0,X3 SDRIVE18D,diesel,1
BMW,58FF,EAW500L0,320I,petrol,57
BMW,58FF,EAW500M0,320I,petrol,8
BMW,58FF,EAW507L0,320I,petrol,1
BMW,58FF,EAW507M0,320I,petrol,22
BMW,58FF,EAW507MB,320I,petrol,1
BMW,58FF,FAW500L0,320I,petrol,4
BMW,58FF,FAW500M0,320I,petrol,1
BMW,58FF,FAW507M0,320I,petrol,4
BMW,61AT,IAA407B0,M440I XDRIVE,petrol,1
BMW,61AY,IAW509L0,M3 CS,petrol,1
BMW,61CA,BAV500L0,X4 XDRIVE30D,diesel,65
BMW,61CA,BAV500LA,X4 XDRIVE30D,diesel,10
BMW,61CA,BAV500LB,X4 XDRIVE30D,diesel,11
BMW,61CA,BAV500LC,X4 XDRIVE30D,diesel,9
BMW,61CA,BAV500N0,X4 XDRIVE30D,diesel,14
BMW,61CA,BAV500NA,X4 XDRIVE30D,diesel,1
BMW,61CA,BAV500NB,X4 XDRIVE30D,diesel,20
BMW,61CA,BAV500NC,X4 XDRIVE30D,diesel,4
BMW,61CF,0AA50000,IX M70 XDRIVE,electric,8
BMW,61CM,EAW400K0,218I,petrol,4
BMW,61CM,EAW400M0,218I,petrol,1
BMW,61CM,EAW407M0,218I,petrol,8
BMW,61CM,FAW400K0,218I,petrol,1
BMW,61CM,FAW400M0,218I,petrol,1
BMW,61CM,FAW407M0,218I,petrol,1
BMW,61CM,IAW400K0,218I,petrol,1
BMW,61CM,IAW407M0,218I,petrol,1
BMW,61DP,EAW50000,X3 XDRIVE30E,petrol/electric,5
BMW,61DP,EAW5000B,X3 XDRIVE30E,petrol/electric,1
BMW,61DP,IAW50000,X3 XDRIVE30E,petrol/electric,2
